* 통계표명 :,평균전세가격_아파트,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
* 수록기간 :,2012년 01월 ~ 2023년 06월,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
* 조회기간 :,2012년 01월 ~ 2023년 06월,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
* 출처 :,한국부동산원,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
* 자료다운일자 :,2023.07.17 16:52:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
* 단위 :,천원,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
지 역,,,,2018년 01월,2018년 02월,2018년 03월,2018년 04월,2018년 05월,2018년 06월,2018년 07월,2018년 08월,2018년 09월,2018년 10월,2018년 11월,2018년 12월,2019년 01월,2019년 02월,2019년 03월,2019년 04월,2019년 05월,2019년 06월,2019년 07월,2019년 08월,2019년 09월,2019년 10월,2019년 11월,2019년 12월,2020년 01월,2020년 02월,2020년 03월,2020년 04월,2020년 05월,2020년 06월,2020년 07월,2020년 08월,2020년 09월,2020년 10월,2020년 11월,2020년 12월,2021년 01월,2021년 02월,2021년 03월,2021년 04월,2021년 05월,2021년 06월,2021년 07월,2021년 08월,2021년 09월,2021년 10월,2021년 11월,2021년 12월
,강릉시,,,112210,112242,112774,112823,112677,112742,112613,112758,112806,112750,112589,112105,125273,125136,124864,124561,124288,123667,123856,123803,123485,123561,123614,123902,128456,129059,129294,129324,129441,129735,129765,129941,130610,131463,132728,133331,134360,135213,135941,137279,139029,140757,157351,158657,159225,160520,161912,163464
,동해시,,,74548,74524,74643,74583,74476,74214,74000,73655,73583,72964,72417,71988,80088,80025,79863,79275,78775,77913,77288,77050,76875,76275,76200,76188,80298,80274,80107,80083,80071,80036,79964,79905,79833,79833,80012,80238,80298,80345,80417,80536,80583,80619,86577,86593,86680,86773,86938,87067
,태백시,,,56438,56438,56425,56419,56325,56188,56175,56169,56150,56119,56106,56088,54458,54450,54450,54450,54450,54450,54450,54450,54450,54471,54471,54471,54471,54479,54479,54479,54479,54563,54563,54542,54542,54583,54646,54667,54938,55217,55313,55375,55375,55458,67160,67170,67170,67260,67322,67352
,속초시,,,106810,106381,105690,105095,104762,104333,103786,103452,103048,102357,101619,101286,107659,107091,106727,105909,105614,105045,104795,103636,102864,102500,102273,102114,108174,108304,108370,108293,106554,106511,106446,106424,106489,106685,107076,107565,107935,108435,108609,108870,109337,109891,145248,147024,148888,151097,154022,156156
,삼척시,,,61874,61803,61715,61588,61362,61244,61156,60862,60724,60624,60476,60232,72035,71959,71882,71882,71794,71794,71706,71676,71676,71676,71676,71671,74417,74472,74500,74500,74514,74528,74708,74778,74861,74861,74931,75000,75028,75083,75111,75264,75375,75417,69727,69837,69960,70049,70192,70249
충북,,,,124068,124222,124000,123490,122860,122260,121792,121159,120514,119457,118454,117690,121013,120302,119494,118647,117938,117310,116883,116487,116134,115798,115738,115865,118622,118807,119045,119229,119566,121202,121978,122930,124041,125308,126792,128346,129175,130164,131132,132199,133121,134983,157201,159180,161346,163830,165752,167181
,(구)청주시,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,(구)상당구,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,(구)흥덕구,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,청주시,,,141781,142099,141906,141395,140536,139913,139563,139047,138298,137184,136112,135205,138823,137974,136905,135888,135111,134296,133835,133539,133063,132721,132667,132744,136012,136400,136791,137108,137493,139452,140164,141310,142770,144619,146544,148482,149556,150810,152047,153353,154460,156699,180636,182976,185275,188107,190058,191566
,,상당구,,126161,126065,125565,125055,124024,122839,122210,121613,120500,118919,117316,116468,126089,124929,123964,122875,122232,121768,120839,120482,119375,118875,118518,118446,126017,126017,126067,126200,126633,127467,127917,128817,130167,131700,133633,135083,136700,138572,140192,141758,143425,146225,164247,165753,167552,169806,171849,173106
,,서원구,,154581,155446,155054,154000,152203,151784,151568,151284,150581,149446,148270,146851,144000,143179,141949,140846,139974,138821,137974,137321,137013,136513,136346,136385,136513,136821,137154,137423,137724,139506,140115,140891,141391,141968,142949,143622,143872,144378,145032,145654,146462,147167,163027,165667,166715,168915,170141,171814
,,흥덕구,,149524,149649,149607,149456,149390,149254,148929,148754,148626,148078,147262,146414,152264,151600,150613,149253,148312,147404,147082,147003,146279,145792,145470,145180,146900,147477,148112,148496,149003,151368,152112,153906,156785,160560,163124,166791,167842,169350,170442,171968,173147,176365,210800,212747,215302,219161,221561,222907
,,청원구,,128543,128809,128926,128596,127957,126888,126585,125362,124000,122532,121702,121309,125265,124397,123318,122935,122376,121791,122000,121882,122088,122265,122971,123721,130000,130569,131000,131444,131715,134326,135340,136243,136951,137896,139979,141417,142917,144083,145792,147306,148139,150222,176085,179409,183159,185888,187935,189718
,충주시,,,105989,105711,105370,104471,104322,103332,102061,100511,99956,97861,96307,95679,102433,101780,101178,100310,99769,99362,99383,98286,97821,96913,96730,97020,101542,101354,101344,101373,101962,104627,106693,108127,109307,109887,111528,113443,113995,114656,115354,115967,116608,117599,134772,136652,139076,141820,144163,145942
,제천시,,,93660,93540,93420,93270,92950,92570,92270,91830,91470,91340,91220,91048,97577,96962,96923,96481,95135,94673,93500,93212,93212,93058,92942,92904,93519,93519,93500,93204,93111,93019,92963,92991,93046,93213,93343,93620,94111,94454,94806,95241,95843,97944,109862,111175,112252,114654,116917,118237
,(구)청원군,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,음성군,,,68619,68524,67952,67452,66976,66690,66071,65500,65024,64929,64262,63619,74861,74691,74246,73913,73931,73987,73719,73556,73833,74222,74667,75185,77482,77089,77107,77321,77571,77786,78196,78482,78768,78875,79304,79732,80179,81125,81929,83500,84500,86125,98785,99527,100016,100102,100914,101233
충남,,,,112676,112444,112198,111728,111222,110548,109795,109218,108905,108474,108322,108107,122651,122436,122292,122116,122022,121897,122114,122180,122274,122550,123161,123712,124790,125270,125653,125870,126064,126484,127641,129085,130767,132134,134401,137425,139851,142150,143704,145276,146759,148406,157886,159098,160294,162014,163511,164495
,천안시,,,127635,127217,126838,126436,125904,125191,124353,123746,123372,123071,122923,122643,143732,143578,143318,142970,142851,142589,142792,142809,142941,143371,144643,145741,147323,148160,148758,149227,149547,150063,151567,153641,156122,158347,162248,167335,170552,173620,175716,177505,179499,181439,194834,196526,198416,200987,203294,204694
,,동남구,,116800,116450,115725,114913,113488,112231,110566,109935,109329,109284,109046,108754,113596,113344,112989,112377,111994,111935,111696,111333,111083,111036,111357,111512,111302,111419,111500,111837,112023,112407,113919,115802,117244,118698,120901,124744,126994,129453,130674,132000,133128,134483,170922,172347,173196,174417,175918,177184
,,서북구,,133962,133504,133327,133163,133154,132758,132402,131809,131570,131121,131025,130752,159640,159537,159328,159119,159140,158771,159206,159425,159758,160440,162214,163810,166410,167629,168500,169039,169430,170016,171516,173691,176723,179355,184156,189902,193633,197023,199582,201617,204070,206320,210855,212727,215315,218790,221637,223127
,공주시,,,84248,84148,84098,84198,83848,83598,82835,82210,81535,80535,79563,79063,83536,82345,82964,83107,83583,83631,83655,83607,83607,83607,83607,83607,86875,87193,87216,87284,87375,87466,87580,89068,89886,90455,91045,93091,96466,97905,98557,99227,99716,100466,125554,126268,126542,127280,127817,128835
,보령시,,,104503,104355,104013,103184,102395,101750,100968,100605,100316,100263,100263,100158,117650,117400,117100,116725,116250,115913,115775,115450,114563,114263,114188,114125,113475,113388,113388,113363,113388,113088,113350,113625,113875,113875,114363,115763,116263,116625,116950,117413,117413,117438,117994,118250,118647,119065,119826,120754
,아산시,,,100071,100071,100317,99839,99522,99293,98838,98553,98414,97781,97821,97594,112631,112416,112050,111800,111616,111723,112191,112216,112349,112737,112875,113142,112521,112631,112733,112597,112648,112941,114119,115441,117186,118373,120386,123339,126792,130030,132284,134606,136657,139097,160357,161982,163386,165535,166788,167349
,서산시,,,113862,113621,112414,111172,110259,107414,105500,103190,101879,100793,100069,99759,107119,106988,107405,107976,108125,108137,108488,108851,108815,108839,109048,108964,112128,112239,112756,112628,112622,113089,114039,115106,116117,116594,117528,118339,119061,119850,120106,121639,123061,124194,138451,139139,139958,141396,142363,143401
,논산시,,,81684,81684,81789,81763,81671,81776,81829,81934,81974,81947,82474,82513,88188,87922,87822,87384,86947,86728,86634,86516,86109,86016,85672,85578,85516,85563,85563,85438,85234,85266,85578,85828,86078,86797,87141,87359,87766,88297,88734,89109,89609,90641,117514,117993,118107,118336,119107,119236
,계룡시,,,108659,108390,108268,108402,108585,108549,108341,108110,108037,108122,109171,109854,111432,111159,111386,111386,111273,111136,110773,110670,110739,110818,110795,110977,110705,111818,112205,112523,112682,113977,118045,120159,121250,121841,122341,122966,123705,126500,128409,130557,132489,134898,161836,162313,162922,163609,163947,164428
,연기군,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,홍성군,,,98950,99125,99270,98345,97450,97048,96945,96658,97583,97315,97028,97053,102272,102533,102674,103111,103293,103217,103457,103772,103967,104120,104522,104848,105957,106489,107446,108033,108511,110120,111337,112467,114163,115076,116098,117576,120467,123641,126315,128152,129435,132304,154264,156858,158727,161646,165389,167024
,예산군,,,70283,70207,70054,69924,69837,69609,69565,69761,69891,70087,70304,70304,84707,84690,84776,84810,84957,84991,85181,85319,85655,85690,85724,85897,86198,86509,86681,86819,87060,86957,87345,88259,89017,89793,90948,91776,92052,92793,93121,94086,94483,94534,91375,91483,91883,91992,92452,93053
,당진시,,,124850,124707,124329,123771,122886,122200,120991,120514,120193,119607,119010,118696,128121,127696,127501,127241,127086,126871,127014,127400,127943,128250,128821,129264,132368,132861,133111,133549,134007,134326,134611,134868,135535,136236,136722,137049,137451,137521,137549,137806,137417,137611,137934,138621,139262,140211,141024,141771
전북,,,,120606,120676,120576,120464,120205,119815,119424,119254,119249,119285,119276,119275,120543,120374,120005,119689,119383,119001,118687,118336,117744,117528,117236,117109,118918,118951,119047,119144,119240,119309,119596,119925,120338,120692,121513,123035,123817,124566,125385,126216,126896,127959,142828,144209,145535,146749,147223,147676
,전주시,,,150634,150825,150744,150585,150157,149494,148938,148767,148870,148919,148868,148791,147072,146860,146298,145848,145270,144560,143957,143376,142157,141704,141126,140804,142926,143010,143178,143413,143605,143629,143977,144226,144777,145395,146884,149624,151059,152164,153314,154496,155458,157068,174956,176958,179322,181451,182535,183436
,,완산구,,149937,150295,150228,150094,149674,149049,148629,148576,148728,148871,148897,148799,149052,148969,148525,148142,147661,146878,146275,145558,143901,143462,142844,142382,137745,137466,137255,137236,137188,137216,137404,137707,138034,138370,139101,141120,142178,142823,143467,144390,145135,146192,160919,161939,162863,164343,165310,166121
,,덕진구,,151520,151500,151400,151210,150770,150060,149330,149010,149050,148980,148830,148780,144694,144327,143622,143092,142398,141776,141173,140755,140061,139592,139061,138908,148736,149226,149821,150340,150802,150821,151349,151538,152340,153274,155613,159160,161019,162640,164357,165828,167036,169264,189367,192376,196219,199015,200219,201212
,군산시,,,93583,93385,92875,92563,91917,91135,90229,89583,89000,88667,88427,88089,91532,91128,90787,90447,90436,90213,90277,90074,90021,89979,89867,89984,92078,92214,92328,92276,92349,92474,92745,93094,93531,93927,94188,94661,94859,95380,96057,96641,97203,98203,129169,131691,132953,133980,133843,133826
,익산시,,,108027,108165,108388,108505,108878,109271,109590,109827,110122,110495,110752,111218,119073,119155,118890,118659,118533,118489,118346,118249,118205,118238,118238,118238,117879,117792,117792,117792,117792,118059,118440,119288,119788,119755,120136,120777,121082,121692,122432,123247,123736,124171,138000,138081,138202,138457,138529,138722
,정읍시,,,71796,71754,71650,71713,71754,71754,71663,71642,71665,71783,71842,71892,81276,81280,81320,81360,81340,81250,81130,81050,81170,81270,81370,81390,81400,81360,81360,81410,81410,81290,81230,81250,81020,80980,80980,81040,81140,81352,81420,81480,81780,82060,88902,89054,89179,89418,89532,89741
,남원시,,,85783,86144,86283,86394,86406,86406,86583,86644,86964,87228,87564,87731,99979,99997,100085,100397,100397,100456,100456,100632,100750,101074,101162,101088,101485,101324,101118,101088,100941,100912,100912,100868,100691,100441,100353,100368,100338,100338,100324,100309,100324,100324,94949,94949,94992,94992,94992,95080
,김제시,,,69265,68688,68592,68477,68419,68342,68179,68121,68073,68150,68250,68583,66663,66763,66825,66925,66925,66975,67063,67000,67000,66988,67025,67025,67100,67100,67100,67100,67100,67100,67225,67275,67400,67550,67800,68300,68450,68550,68713,68888,69075,69400,75815,75808,75931,76062,76040,76092
전남,,,,109251,109448,109454,109511,109719,109837,109904,110032,110165,110320,110447,110578,119481,119511,119550,119631,119698,119705,119656,119611,119602,119625,119722,119780,120417,120601,120671,120832,121004,121223,121534,121963,122298,122687,123084,123553,124007,124387,124762,125152,125587,126145,137738,138479,139204,139811,140093,140311
,목포시,,,117189,117238,116951,116894,117278,117379,117585,117671,117774,117938,118074,118097,124186,124297,124363,124431,124471,124540,124457,124367,124264,124111,124035,123903,122944,122847,122778,122660,122549,122396,122292,121806,121549,121375,121306,121153,121118,120840,120604,120576,120479,120681,117725,118157,118464,118897,119133,119308
,여수시,,,105096,105624,105954,106210,106450,106716,106869,107250,107363,107549,107627,107679,127294,127169,127072,126933,126794,126753,126649,126440,126385,126368,126542,126736,126806,126944,127021,127465,127951,128583,129118,129764,130319,130965,131660,132486,133194,134049,135000,135785,136521,137688,154336,156149,157526,158534,158837,158927
,순천시,,,123081,123149,123250,123331,123426,123541,123446,123595,123880,124109,124380,124758,131222,131375,131589,131747,131931,132014,132056,132139,132201,132271,132319,132500,135993,136527,136791,137135,137554,138061,138736,139912,140703,141399,142020,142872,143608,143980,144419,144845,145453,146115,182803,183236,184043,184543,184635,184348
,나주시,,,117303,117513,117250,117066,117250,117145,116776,116497,116550,116524,116250,116303,104924,104793,104533,104413,104293,104098,103859,103641,103543,103804,104109,104283,104396,104583,104563,104510,104469,104260,104010,104115,104302,104281,104406,104677,105031,105563,106250,106646,107156,107406,144451,145824,147270,148446,149275,150782
,광양시,,,69691,70022,70312,70429,70599,70731,70828,70904,70963,71035,71078,71116,86948,86989,87166,87672,88065,88132,88222,88438,88665,88909,89256,89472,90063,90358,90619,90801,90955,91210,91801,92744,93205,94108,94892,95591,96239,97011,97369,97949,98653,99165,92503,92583,92649,92751,92794,92803
,무안군,,,172169,171813,170656,170375,170438,170500,170922,170641,170400,170672,171078,171203,177938,177913,177623,177410,177285,176935,176685,176460,176085,175785,175510,174435,174110,173810,172973,172635,171948,171423,170825,169950,169675,169275,169050,168850,169000,169075,169200,169350,169450,169500,156230,157344,158008,159205,160151,161348
경북,,,,109350,109051,108771,108258,107725,107200,106720,106042,105527,105067,104699,104183,109760,109387,109009,108491,108057,107631,107291,106908,106673,106467,106373,106209,107691,107668,107688,107688,107833,108015,108393,108907,109451,109813,110428,111555,113041,114346,115138,115801,116740,117825,130769,131712,132473,133557,134577,135529
,포항시,,,126201,125853,125523,124901,124146,123330,122370,121105,120030,118845,118337,117578,117324,116551,115612,114261,113370,112775,112361,111985,111733,111526,111468,111339,113713,113781,113847,113976,114065,114136,114476,115086,115697,116156,116719,118174,120648,122429,123624,124470,125608,126642,158438,159842,160878,162298,163223,164476
,,남구,,121500,121171,120906,120401,120063,119803,119626,118438,117174,116440,116101,115769,115019,114533,113670,111899,111099,110504,110004,109814,109757,109900,109943,109943,111313,111465,111632,111924,112132,112222,112563,113201,113653,114014,114431,116458,119653,121326,122715,123118,123896,124271,160102,161656,162832,164572,164848,166235
,,북구,,129233,128872,128500,127802,126779,125605,124140,122826,121872,120395,119779,118744,118857,117893,116905,115833,114881,114286,113929,113429,113048,112607,112482,112268,115290,115301,115301,115324,115335,115392,115733,116324,117040,117563,118222,119301,121301,123153,124222,125358,126733,128199,157169,158459,159388,160564,161984,163134
,경주시,,,97180,96720,96017,94336,93267,92333,90964,88605,87311,86664,85508,84344,101504,100658,100017,99465,99042,98299,97853,97256,97179,96962,96865,96878,97906,98106,98419,98519,99706,100100,100413,101119,101850,102288,102863,104300,106875,108700,109463,110288,111113,111863,121593,122270,122842,123640,124610,125404
,김천시,,,106404,106942,106885,106904,106923,106385,106221,106154,105769,105277,104738,104335,103127,103043,102743,101927,100968,99743,98985,98752,98677,98418,98385,98218,97566,97147,97115,96856,96800,96800,97008,97363,97613,98460,99605,100685,102621,105919,107774,108323,109548,113242,125911,127328,128507,129922,131204,132149
,안동시,,,98232,97643,97295,96841,96627,96198,95841,94971,94325,94084,93186,91652,97726,97624,97374,97116,96940,96881,96712,96962,97006,97021,97263,97484,100591,100691,100691,100734,100729,100800,100857,101121,101414,101586,101957,102143,102557,103000,103243,103579,103886,104907,109146,110248,110327,110535,111835,113391
,구미시,,,109461,109059,108608,108333,107794,107510,107289,107026,106870,106737,106639,106400,110961,110855,110762,110558,110262,109850,109581,109267,108850,108424,108026,107359,107757,107575,107521,107457,107457,107839,108794,109657,110557,110903,111775,113666,115221,116753,117621,118394,119930,121585,141718,143079,144507,146518,148422,149631
,영주시,,,79065,79065,79065,78978,78891,78891,78826,78826,78826,78826,78826,79283,83864,83841,83977,84159,84273,84273,84364,84364,84477,84523,84841,85205,85591,85591,85636,85636,85682,85795,85864,86227,86443,86580,86898,87261,87330,87489,87580,88080,88239,88511,91519,91622,91750,92763,92906,93708
,영천시,,,67921,67921,67895,67763,67737,67605,67513,67539,67487,67447,67447,67429,77965,77965,77733,77608,77550,77488,77138,77100,76963,77025,76950,77063,74143,74048,73940,73714,73500,73393,73393,73369,73345,73298,73274,73405,73440,73564,73650,73819,73988,74095,74543,74579,74590,74639,74674,74678
,상주시,,,74781,74844,75156,75156,75156,75156,75172,75172,75188,75188,75188,75188,87471,87441,87441,87647,87691,87691,87750,87750,87956,88059,88162,88191,88544,88574,88632,88574,88574,88544,88338,88353,88250,88221,88162,88132,88426,88509,88553,88568,88656,88721,93508,93525,93517,93551,93585,93625
,문경시,,,86250,86019,85923,86038,86000,86154,86154,86192,86169,86169,86077,86077,92633,92633,92653,92853,92920,93003,93003,93003,93003,93070,93070,93470,93903,93970,94170,94170,94303,94550,94483,94417,94417,94417,94433,94467,94467,94467,94633,94867,94917,95183,109966,110114,110048,110752,111668,112832
,경산시,,,131013,130603,130564,129923,129449,128923,128846,128724,128647,128545,128455,128135,141598,141165,141018,140915,140817,140713,140384,139488,139030,138860,138872,138823,142232,142387,142310,142333,142560,142810,143054,143393,143982,144446,145310,146000,146750,147429,147988,148768,149577,149982,157777,158022,158199,158394,158499,158595
,칠곡군,,,78152,77870,77826,77457,76609,75935,75761,75880,75859,75815,75739,75793,80510,80448,80375,80292,80021,79823,79250,78260,78021,77917,77771,77771,81090,80750,80710,80530,80330,80370,80450,80570,80590,80630,80710,80780,80870,81024,81174,81354,81614,82094,84186,85261,85628,86245,86665,87249
경남,,,,132065,131497,130764,130123,129313,128536,127891,127173,126473,125819,125337,124531,133173,132513,131894,131000,129988,128829,127723,126816,126217,125778,125701,125872,126940,127151,127396,127660,127780,128213,128744,129593,130725,131486,133684,137409,139195,139942,140872,141332,141727,142479,165935,167345,168580,170583,172729,173953
,창원시,,,144696,143958,143021,142763,141786,141128,140617,140308,140113,140300,140252,140152,157987,157554,157259,156647,155681,154796,153677,152544,151774,151367,151344,151622,152698,152871,152942,152938,152721,153009,153798,155376,158170,159802,164870,171867,174507,174919,175861,175228,174690,174773,191879,194127,195739,199538,203840,206419
,,의창구,,132073,131005,129892,129362,127878,126581,126014,125851,125297,124878,124284,124324,153021,153083,152719,152813,151547,150823,149474,147922,146651,145995,146047,146422,146347,146908,146959,147041,146918,147724,148898,153204,158867,163801,176230,185199,186944,185974,187179,187383,186658,187872,227874,229435,231339,235126,240415,244028
,,성산구,,152694,152184,151929,152153,151786,151255,151898,152520,153500,154929,155500,156051,191691,190324,189956,188309,186029,183882,181618,180471,179853,179897,180257,181235,184138,183986,183957,184036,183725,184239,185399,187181,192775,194942,202080,216145,220029,220812,222471,221670,221178,221996,236240,239919,242117,248435,252995,255932
,,마산합포구,,137892,137459,136919,136608,135311,135054,134203,133392,132662,132014,131649,131351,137478,137222,136800,136311,136044,135822,135756,135033,134444,134111,133933,133956,136239,136304,136435,136261,136174,136250,136576,137261,137641,137739,137870,138043,138304,138522,138489,137478,137848,137837,151480,154485,157535,162167,166847,169796
,,마산회원구,,153375,152713,150763,150575,149750,149013,147350,146063,145125,145163,145138,144088,151212,151168,150973,150484,150049,149690,149103,148158,147163,146071,145641,145304,144940,145266,145516,145375,145114,145158,145734,146288,146397,146565,149207,152902,155467,155962,156076,154783,153321,152734,166391,167269,168137,170897,175151,177682
,,진해구,,139689,138500,137338,136473,135068,134527,133716,133257,132743,132338,132027,131946,134979,134979,134872,134957,135181,135000,134436,133191,132734,132489,132340,132277,132115,132354,132375,132438,132208,132063,132510,132891,133266,133609,134953,138214,141922,143193,144411,144193,143880,142464,155370,156607,156404,156517,159240,160053
,진주시,,,167000,166667,166397,165867,165401,165031,164624,164227,163627,162897,161450,158770,155213,154191,153340,151670,149138,147128,145473,144787,143782,143016,142840,142915,143255,143391,143714,144401,145031,145568,145818,146130,146417,146885,147339,148276,148953,150099,151052,152208,153609,154771,180153,180863,181639,182141,183156,184033
,통영시,,,105677,105113,104758,104081,103403,102435,100774,99597,98839,97274,96935,96548,101833,100958,100708,100333,99958,99889,100167,100194,100389,100236,100292,100278,105645,106039,106039,106066,106039,106105,106092,106579,106803,107276,107618,108421,108776,109355,109408,109329,108605,108586,123188,124381,126458,127473,128076,128428
,사천시,,,110926,110898,110935,110824,110657,109537,109065,108354,108094,107213,106620,105702,105548,104588,104204,103168,101248,99328,98090,97920,97580,97230,97230,97150,100806,100787,100787,100750,100750,100620,100472,100269,100065,99954,99769,99731,99731,99731,99861,100213,100417,100852,93063,93173,93350,93551,93756,93920
,김해시,,,136731,136291,136090,135925,135485,134664,134246,132918,131463,129881,129254,127687,124787,123147,120985,118706,116963,114324,112272,110408,109511,108908,108960,109504,110605,111504,112598,113649,114373,115667,116152,116188,116029,115986,115826,116431,117185,117728,117924,118341,118790,119975,176380,178330,180163,181916,183130,183664
,밀양시,,,87986,88043,88225,88248,87975,87498,87314,86155,86064,86632,87155,87268,101262,100786,100262,98452,97286,94095,91119,89714,88619,87524,87190,86881,85909,85727,85818,86148,86159,85989,85818,85580,85545,85716,85966,86568,86955,87830,88307,88648,88886,89352,112621,113776,113925,115213,116082,116218
,거제시,,,115596,114088,110702,106482,103982,101518,98939,96307,93763,91088,89149,87456,98427,98206,98294,98560,98668,98747,98747,98791,98709,98222,97892,97861,101134,101024,101055,100963,100811,100890,101216,101765,102095,102296,102723,103915,104665,105652,107274,108134,108433,108043,118199,117929,118067,118100,118339,118528
,양산시,,,105036,104843,104720,104530,104082,103850,103834,104106,104027,104071,104159,104264,117813,117810,117786,117643,117627,117540,117123,116798,116607,116480,116313,116163,117590,117395,117195,117156,117188,117348,118121,119473,120445,121281,123945,130383,134176,135957,137867,140309,142488,144965,164664,165516,166530,167598,168669,168821
제주,,,,195128,195046,194655,193959,193568,192711,192170,191089,190613,190205,189975,189717,193593,193231,192903,192317,191725,191213,190477,189800,188864,188095,187589,187142,184140,183791,183371,183146,182815,182643,182578,182448,182449,182396,182412,182838,183716,185313,186625,188436,191986,200789,184775,188996,192104,195230,196779,198283
,제주시,,,208939,208833,208212,207333,206894,205864,205303,204485,203667,203182,203045,202864,206794,206382,206029,205338,204632,204059,203221,202574,201500,200618,200103,199551,196886,196514,196100,195893,195536,195371,195293,195121,195164,195136,195171,195629,196586,198487,200051,202129,206564,216221,198562,204291,208520,212673,214111,216114
,서귀포시,,,146694,146694,147111,147056,146833,146583,146111,144111,144833,144694,144139,143611,151591,151386,151136,150886,150659,150341,149932,149159,148659,148250,147773,147659,144293,144011,143576,143293,143043,142848,142826,142826,142696,142565,142522,142848,143478,144126,144648,145626,146409,152539,155476,156493,157219,158164,159947,160390
