* 통계표명 :,평균매매가격_아파트,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
* 수록기간 :,2012년 01월 ~ 2023년 06월,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
* 조회기간 :,2012년 01월 ~ 2023년 06월,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
* 출처 :,한국부동산원,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
* 자료다운일자 :,2023.07.17 16:51:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
* 단위 :,천원,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
지 역,,,,2018년 01월,2018년 02월,2018년 03월,2018년 04월,2018년 05월,2018년 06월,2018년 07월,2018년 08월,2018년 09월,2018년 10월,2018년 11월,2018년 12월,2019년 01월,2019년 02월,2019년 03월,2019년 04월,2019년 05월,2019년 06월,2019년 07월,2019년 08월,2019년 09월,2019년 10월,2019년 11월,2019년 12월,2020년 01월,2020년 02월,2020년 03월,2020년 04월,2020년 05월,2020년 06월,2020년 07월,2020년 08월,2020년 09월,2020년 10월,2020년 11월,2020년 12월,2021년 01월,2021년 02월,2021년 03월,2021년 04월,2021년 05월,2021년 06월,2021년 07월,2021년 08월,2021년 09월,2021년 10월,2021년 11월,2021년 12월
,서구,,,222713,223540,223772,224094,224557,224814,225013,225478,225725,229482,234543,238796,258594,259231,259433,259447,259710,260203,261398,265131,269172,274394,280367,285476,291976,297695,305325,308949,310733,320699,325267,327452,332363,335911,339644,346353,351949,358791,364531,369092,372637,378182,424325,430515,434677,437761,439470,438581
,유성구,,,271327,272726,273669,273984,273613,273786,273988,275238,276899,281327,285222,287810,307735,308129,308621,309280,311689,314614,316409,320432,324583,330606,338773,346174,379396,386134,394104,397791,398022,411216,415709,421172,433444,440310,451160,467810,476101,486190,493698,500735,508340,514862,518852,523993,527719,532448,535513,535474
,대덕구,,,165414,165546,165844,165796,165606,165523,165286,164869,164411,163971,163485,163250,178406,178319,178329,178103,177933,177672,177464,177365,177641,178005,178651,179688,180651,181625,183458,185464,186604,191115,192885,195427,198396,200260,202635,205365,208344,211500,214641,217484,219240,221802,235066,237638,240224,242694,243918,244245
울산,,,,243398,242557,241905,240742,238710,236946,234876,232433,230873,228787,226564,224176,228610,227430,226303,224992,224167,223433,223024,222781,222605,223171,224383,226046,232432,234163,235633,236337,236837,238281,240574,243182,247128,250905,255889,267834,274755,278281,280242,281657,282904,285721,317412,320184,322340,324240,325425,325626
,중구,,,282238,281313,280650,279025,276413,275000,272550,270200,268463,266500,263763,260925,271716,270635,269068,267155,265851,264568,263770,263446,263311,264027,265514,267595,270145,271605,273026,273316,273671,274724,277461,281645,286678,290974,296914,308342,316803,323618,327125,330421,333507,337967,357674,359130,360478,361724,363098,363310
,남구,,,291009,290769,289926,289278,287593,286120,284278,281806,280648,278417,276037,273685,265846,264779,264096,263087,262712,262279,262481,262567,262644,263337,265163,267635,271802,274160,276340,276972,277509,280236,284396,289047,297038,305000,314604,334047,341142,343925,345547,346943,347858,351745,426366,430142,433370,435543,436671,437164
,동구,,,205063,204271,204010,202865,200698,198354,196021,193302,191188,189031,186938,184688,205591,204386,203409,202259,201955,201936,201068,200359,199209,198900,199291,200223,202241,203118,203800,204300,204482,204923,206136,204909,203582,204141,205445,213373,219855,221542,221786,222142,222405,224091,217322,219661,221805,223829,225284,225352
,북구,,,201767,199744,198756,197221,194698,192673,190574,187972,186198,184087,181833,179178,193408,191856,190518,188991,187817,186736,185764,185029,184846,185577,186774,188413,200330,201996,203415,204268,205138,206415,207728,209625,212103,213848,216371,224335,231022,235223,236884,238067,239902,241496,292293,295200,297600,299588,300458,300243
,울주군,,,201000,200462,200201,198980,197572,195737,193889,191826,190439,188578,187059,185224,183618,182594,181244,180106,178938,178019,177956,178175,178338,179075,179675,180194,194612,196290,197304,198482,198869,199524,200327,201952,204060,205345,207583,215399,221268,223708,226518,227369,227595,229476,244909,247698,248874,250788,252022,252401
세종,,,,286645,287068,288000,288998,289896,290533,291527,291794,291271,291107,291771,292105,338627,338226,336720,334075,333160,331009,329262,328364,328136,328057,328163,331777,373034,382547,405333,414208,415734,426547,455479,501789,523888,529898,534018,538273,541534,544419,546018,547445,547383,545648,727277,724424,722917,720944,714120,695994
강원,,,,145790,145655,145623,145207,144606,143786,143025,142187,141530,140684,139777,138720,147338,146861,146174,145569,144617,143758,142902,141925,140903,140380,140102,139583,141939,141897,142162,142106,141913,142279,143119,143807,144491,145128,145948,146930,148193,149812,151171,152347,153529,155205,175858,177756,179548,181520,183439,184559
,춘천시,,,192703,191932,191473,190635,189770,189054,187608,185622,184365,183135,181905,180500,183776,182987,182263,181592,180895,180092,179224,177553,176118,175013,173842,172776,171776,171171,171316,171500,171711,172447,174230,175368,176401,177447,178520,179921,181191,182322,183809,186033,187987,190086,223885,226593,228952,230502,232752,233791
,원주시,,,153772,153819,153714,153135,151838,149784,148676,147940,147519,146648,145757,144303,149475,149098,147871,147211,145071,143726,142339,141238,139798,139446,139899,139375,141710,142108,142977,142750,142903,143335,144591,145580,146358,146841,147602,148938,151165,154466,156665,157699,158415,159352,197644,199210,201871,203964,205596,206274
,강릉시,,,132234,132702,133492,133726,134121,134315,134169,133935,133290,132806,131935,131048,147303,147144,146894,146606,146136,145697,145152,144712,144182,143886,143689,143492,148257,148235,148228,148324,148669,149118,149338,149853,150963,152110,153581,154463,155713,157009,158522,160059,162265,166324,193471,196412,197901,200605,204425,206570
,동해시,,,101048,100929,100857,100655,100429,100214,99917,99250,98798,97988,96679,95714,108238,107675,107438,106400,106125,104963,104413,104125,103800,102725,102288,101875,107726,107583,107262,107119,106988,106738,106714,106714,106643,106583,106821,107060,107012,107283,107369,107298,107595,108048,109876,110021,110438,110948,111553,111968
,태백시,,,79094,79000,79156,79288,79247,79216,79234,79309,79291,79278,79228,79134,78333,78325,78317,78283,78263,78254,78150,78150,78088,78033,77950,77950,77938,78021,78063,78271,78333,78396,78375,78375,78188,78208,78250,78146,78125,78188,78313,78125,78208,78333,99430,99450,99580,99758,100138,100104
,속초시,,,141548,141167,140619,139833,139405,138857,138357,137738,136619,135048,133905,133476,141341,140205,139341,138045,137545,136591,135409,134000,132682,132182,131432,131023,142196,141946,141913,141652,137261,137326,137283,137326,137478,137891,138370,138935,139413,140174,140674,141435,142391,143935,196291,200801,204248,209903,213076,216193
,삼척시,,,84324,84212,84038,83647,83397,83132,82882,82385,81935,81059,80632,80356,96500,96247,96088,95818,95647,95559,95441,95265,95029,95618,95559,95353,99806,99917,99833,99694,99792,100097,100167,100347,100403,100403,100514,100681,100778,100917,100958,101097,101181,101639,97685,97822,98082,98790,99051,99318
충북,,,,151299,150766,150449,149793,148893,148114,147467,146731,146067,145097,144267,143478,149741,149069,148306,147264,146304,145248,144520,143863,143351,142721,142502,142508,146888,147137,147539,147860,148547,154150,155730,156354,156588,156766,157491,159920,161308,163077,165036,167153,169016,172045,207309,210054,212716,215930,218057,218724
,(구)청주시,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,(구)상당구,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,(구)흥덕구,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,청주시,,,170291,169641,169356,168605,167594,166780,166248,165731,165115,164221,163428,162650,168145,167351,166356,165028,163922,162666,161822,161220,160587,159822,159718,159558,165093,165724,166328,167040,168161,176612,178807,179583,179741,179851,180452,183858,185609,187876,190544,193174,195291,198722,236740,239634,242003,244977,246780,247264
,,상당구,,148073,147411,146871,146176,144992,144040,143460,143065,142274,140952,139839,139226,153268,152464,151571,150304,149393,148714,147714,146795,145420,144348,143688,143491,154992,155225,155467,155867,156367,160100,161567,162733,162650,162650,163283,164550,166267,167235,169377,171000,172408,174400,210071,212435,214485,217117,218491,218707
,,서원구,,180486,179419,179405,178324,176959,176027,175486,174568,173568,172189,171216,170027,166026,164923,163564,162538,161538,160615,159513,158410,157795,156859,156487,156128,156526,156936,157615,158096,158833,163494,164487,164872,164955,164865,164878,165622,166205,166987,168199,169506,171513,174474,192458,195432,198531,201384,203023,203028
,,흥덕구,,183757,183524,183303,183072,182768,182501,182213,181997,181695,181358,180761,180188,188928,188139,186743,184851,183628,182059,181263,180671,179961,179322,179875,179803,183859,185135,186000,187224,189013,201186,203712,204603,204929,205410,206590,214385,217224,220963,224263,228321,231269,235859,294876,299053,301541,304426,306526,307667
,,청원구,,158149,157447,156957,155840,154432,153118,152298,151755,151336,150655,150096,149404,155059,154632,154529,153559,152324,150603,150132,150382,150471,150000,149794,149779,158444,158813,159313,159875,161076,172847,176535,177229,177458,177389,177826,180181,181771,184833,188688,191736,193507,197188,234053,235726,237488,241026,243032,243431
,충주시,,,132489,132103,131804,131145,130061,128685,126978,125127,123935,121553,120101,118729,133899,133306,132653,131633,130561,129362,128949,127403,126597,125796,124883,126041,131877,131311,131462,131075,131302,133425,134877,135708,136547,137255,139132,140575,142014,143264,144146,145189,146736,148675,174438,178011,182548,187770,190951,191937
,제천시,,,115680,115350,115130,114750,114200,114044,113870,113490,113050,112686,112408,112158,123856,123560,123415,123192,122115,121375,120183,119817,119740,119279,118990,118798,119528,119454,119454,119194,118824,118639,118472,118583,118676,118741,119009,119472,120009,120685,121259,122009,123361,126731,147358,149423,151165,155093,158722,160085
,(구)청원군,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,음성군,,,97071,96929,96310,95952,95369,95179,94750,93490,92824,92729,91721,90807,109654,109339,108931,108413,108431,108174,107787,107493,107696,107696,107974,107559,112161,111196,110857,110250,109732,109375,109339,109429,109643,109821,110554,110911,111339,112946,114375,116929,119143,123054,138468,139968,140758,141677,142899,143461
충남,,,,146626,146224,145862,145382,144866,144424,143900,143314,143055,142595,142290,141876,165971,165567,165007,164515,164140,163870,163696,163616,163495,163702,164139,164667,166483,167143,167491,167768,167973,168627,171998,174913,177257,178649,180549,183526,186077,188582,190820,193544,195663,198156,203828,206191,208315,211089,213074,214283
,천안시,,,162284,161800,161509,160976,160556,160401,159790,159065,158685,158335,158149,157713,196092,195673,195272,194886,194559,194434,194453,194437,194364,195019,196270,197682,200450,201987,202936,203836,204307,205610,212029,217153,221327,223682,227228,232674,235710,238976,241962,245798,248438,251176,254305,257614,260576,264516,266746,267783
,,동남구,,147088,146700,145450,144713,143713,143188,142238,141338,140833,140428,139910,139196,147506,146910,146470,146055,145440,145500,145262,144643,143786,143440,143190,143262,144453,144651,144651,145000,145174,145884,148198,149767,151570,153128,155058,159349,161471,163558,165163,167965,170244,173401,214935,216879,219312,221711,223549,224637
,,서북구,,171156,170615,170885,170471,170389,170451,170038,169415,169108,168790,168798,168523,221740,221414,221033,220663,220488,220266,220421,220722,221063,222246,224290,226409,230121,232367,233820,235012,235641,237258,245852,252859,258289,261066,265469,271527,275047,278938,282656,287039,289871,292387,280685,284907,288224,293197,295690,296692
,공주시,,,109978,109783,109733,109533,108940,108795,108600,108015,106890,105915,105490,104515,113976,113476,113095,112690,112500,112167,111476,111095,111238,111095,111333,111286,118886,118932,119045,118977,118955,119159,121466,126614,129636,131773,132523,135409,141705,144114,145568,146864,147795,149182,172196,173113,173756,174655,175342,176144
,보령시,,,135789,135592,134824,133355,132013,131171,130092,129263,128711,128105,127579,127289,143700,143125,142600,142075,141350,140550,140025,139500,138638,137488,137375,136988,135900,135675,135525,134875,134550,133638,133713,134125,135200,135575,136150,137000,137950,138835,139795,141700,143225,145013,158545,161564,163506,165071,167492,169236
,아산시,,,135233,134533,134128,134067,133433,132656,132133,131671,131921,131667,131562,131422,152390,152226,151373,150692,150056,149582,149582,149496,149220,149418,149582,149711,148763,148941,148797,148559,148686,149021,151030,152572,153873,154903,156148,157949,162093,165547,168441,171627,174788,178924,203943,206973,209594,213010,215131,216413
,서산시,,,147793,147500,146414,145155,144345,142931,142345,141362,140914,139448,138621,137483,148567,147733,146988,146637,146530,146351,145685,145804,145851,145208,144113,143363,148739,148672,148394,148272,148228,147911,147078,147789,148567,148844,149039,149289,149622,149967,150367,151956,152878,154211,163302,164590,166660,168601,172190,174201
,논산시,,,107763,107789,108066,107929,107816,107487,107553,107408,107421,107158,106987,106934,112672,112219,111744,110744,110275,109931,109681,110094,110625,110500,110375,110250,110000,109891,110016,110234,110125,110203,110672,111313,112969,113656,114000,115750,116406,117150,118000,118531,118906,119750,153886,154864,155907,157243,158196,158489
,계룡시,,,148302,148756,148963,149250,149189,149073,148890,148317,148280,148061,147476,147427,145432,144705,144318,143909,143477,143250,143023,142489,142841,143068,143159,143295,143591,144068,145182,145500,146068,148864,156727,161375,163466,164534,165318,166284,167182,171886,175909,178489,180864,184830,221023,223227,223930,225203,225863,226617
,연기군,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,홍성군,,,135900,135750,135818,134743,134508,134790,134745,134748,134655,134230,133260,132903,142509,142922,142672,142170,142398,142507,142726,142748,142683,142857,143357,143683,144541,144761,145152,145848,146424,147946,148859,149793,151772,153467,155576,158435,161783,165770,169989,175272,179522,184370,208176,210466,212426,215784,217192,218761
,예산군,,,97870,97826,97022,96522,96250,95663,95261,94880,94630,94283,94293,94239,120836,120553,120519,120264,120040,120083,120514,120997,121057,121155,121241,121483,121722,121862,121534,120991,120250,119547,120500,120957,121647,121922,124026,125526,126147,128019,129428,130207,131638,132043,133942,134133,134325,135242,136153,137077
,당진시,,,159029,158729,158200,157794,157129,156550,155949,155770,155297,154781,154164,153821,168827,168121,167506,166824,166427,165799,164900,164407,164086,163929,163279,162907,165851,165417,165021,164667,164660,164667,164868,164951,164090,163701,163264,163007,162403,161799,161382,160646,160021,159604,159582,160965,162508,164699,166505,167932
전북,,,,146281,146195,146072,145938,145563,145165,144834,144638,144658,144622,144595,144485,146688,146460,145991,145311,144823,144337,143819,143277,142574,142207,141796,141631,144495,144712,145098,145441,145706,146170,147300,147922,148707,149288,150466,154218,154814,155192,155695,156384,157111,158805,184077,186005,187989,189704,191152,191895
,전주시,,,176817,176865,176997,176841,176260,175646,175279,174983,175212,175217,175160,174895,174125,173829,173142,172092,171426,170773,169987,169107,167647,166936,166132,165780,169591,170061,170811,171551,172122,173067,175121,176116,177487,178491,180836,188397,189299,189720,190299,191129,192076,194427,228196,231077,234252,236941,239076,240041
,,완산구,,177075,177215,177492,177394,176599,175848,175688,175473,175732,175813,175884,175473,176692,176541,175927,175031,174354,173481,172618,171514,169344,168726,167863,167415,161019,160798,160745,160774,160769,161010,162111,162620,163313,163841,164745,169361,170293,170928,171409,172255,173264,176452,203967,206841,209379,211450,213921,214829
,,덕진구,,176489,176419,176369,176139,175830,175390,174760,174360,174550,174460,174240,174160,171041,170571,169796,168561,167908,167520,166827,166214,165607,164786,164051,163816,179203,180448,182099,183637,184854,186590,189712,191250,193382,194920,198882,209745,210613,210795,211484,212295,213173,214585,253070,255958,259787,263110,264900,265925
,군산시,,,114688,114083,112875,112510,111775,111088,109983,109390,108890,108552,108321,108233,113254,112734,112203,111629,111139,110794,110660,110580,110548,110479,110287,110362,113453,113615,113771,113859,113901,113984,114161,114484,114891,115193,115219,115375,115698,116083,116604,117396,118188,120313,158807,161262,163264,165200,166915,167505
,익산시,,,137500,137670,137926,138096,138266,138574,138967,139371,139461,139566,139716,139833,146207,146315,146080,145700,145330,144841,144272,143870,143750,143582,143495,143505,143380,143196,143196,143065,143043,143120,143750,144245,144690,144929,145310,145913,146245,146625,147234,147799,148114,148571,168160,168622,169132,169553,169882,170359
,정읍시,,,93954,93550,93371,93175,93008,92681,92619,92560,92573,92758,93000,92892,105644,105580,105708,105540,105352,105120,104940,104830,105360,105580,105920,106190,106570,106610,106630,106650,106630,106510,106750,106910,107070,107310,107350,107630,108310,108810,109050,109390,110350,111490,126467,127065,127745,128375,129358,130238
,남원시,,,114461,114933,115317,115528,115694,115692,115869,116064,116503,116836,117575,118092,140824,140891,141097,140965,141082,141388,141279,141044,141044,141412,141471,141206,141088,140794,140691,140941,140853,140735,140735,140809,140441,140118,140162,140544,140691,140794,140838,140838,140941,141221,132059,132686,133025,133712,134376,135249
,김제시,,,90896,90704,91117,91127,91121,91015,90885,90708,90563,90606,90977,91721,88030,88118,88143,88343,88543,88693,88945,88888,88988,89075,89238,89163,89350,89325,89350,89350,89350,89363,89438,89550,89675,89875,90025,90525,90725,90888,91075,91300,91575,91925,110400,110885,111362,111451,111709,111891
전남,,,,140878,141409,141635,141818,141702,141774,141897,142019,142205,142531,142875,143090,155863,155933,155960,156009,155977,155916,155839,155927,155921,156004,156037,156028,157783,157887,157985,157976,157982,158385,158896,159525,159936,160638,161419,162118,162518,162721,162885,163197,163626,164564,183370,184438,185412,186461,187109,187361
,목포시,,,147094,147318,147144,147136,146424,146028,146025,145149,145007,145021,145007,144856,152224,152124,151965,151749,151517,151371,151125,150910,150563,150313,150069,149833,148847,148667,148458,148222,148035,147715,147535,147076,146660,146306,146069,145799,145729,144972,144410,144465,144410,145139,142229,143075,144026,144644,145208,145371
,여수시,,,145449,146469,147560,148244,148699,149227,149586,150111,150557,151256,151633,151577,173897,173829,173519,173335,173050,173040,173222,173667,173889,174229,174694,174993,176056,176368,176875,177181,177493,178340,179104,180319,181458,182833,184368,186097,187063,188132,188854,189583,190271,192042,230105,231254,232859,233573,233825,233787
,순천시,,,148770,149027,149108,149203,149257,149351,149405,150054,150386,150792,151386,152096,164514,164833,165090,165599,166029,166201,166319,166639,166861,167146,167313,167556,173514,174020,174297,174601,174953,176189,177568,179493,180750,182473,184365,185689,186291,186561,186851,186905,186986,187405,238087,238724,238834,239303,239611,239702
,나주시,,,175105,176842,177132,177000,176842,176947,177421,178000,178474,178711,179421,180211,174435,174174,174378,174324,173802,172976,171867,171215,170759,170509,170211,169424,169433,169152,168673,167688,167010,166635,166240,165479,164583,163406,162802,162385,161990,161960,161885,161885,163344,165052,202225,206025,209000,212549,214587,216189
,광양시,,,88535,88876,88909,88987,89166,89629,89740,89859,90012,90184,90479,90641,110013,110427,111028,111730,112217,112444,112593,112815,113031,113315,113627,113872,114751,115006,115438,115665,115784,116341,117295,118210,118864,120239,121222,122216,122818,123352,123773,124614,125528,126023,111285,111514,111486,111656,111750,111434
,무안군,,,209622,210344,209469,209219,207031,205844,205313,205063,204256,204625,204969,205000,212613,212320,211420,209330,208418,207493,206863,206563,206150,205475,203525,202125,201850,200925,199613,198563,196988,195913,195113,193738,192375,191950,191088,190163,190400,190525,190625,190700,191000,192525,197918,199410,201369,206107,208869,210426
경북,,,,140438,140024,139629,139100,138530,138038,137580,136738,135977,135312,134728,133977,142143,141501,140897,140003,139288,138684,138180,137594,137106,136803,136520,136277,138694,138599,138515,138384,138306,138523,139389,140410,141135,141543,142124,144082,146579,148616,149954,151117,152484,154284,168938,170455,171527,173048,174099,174761
,포항시,,,153461,152875,152100,151385,150602,149725,148791,147603,146166,144828,144257,143415,143813,142710,141626,139969,138807,137993,137574,137097,136550,136326,136210,136105,139797,139860,140006,140203,140360,140842,142185,143926,145012,145896,147283,150954,155394,158333,160412,161561,162578,163219,193687,195650,196842,199023,199930,200034
,,남구,,148044,147632,146846,146249,145749,145169,144663,143326,141915,141099,140834,140596,140437,139733,138989,137274,136289,135700,135386,135186,134943,135071,134950,135207,137229,137493,137896,138340,138632,139028,139854,141556,142097,142771,144021,148972,154479,158139,161014,162000,162611,162792,201698,204003,205410,208608,209178,209114
,,북구,,156953,156256,155488,154698,153733,152663,151453,150360,148907,147233,146465,145233,146060,144690,143381,141762,140482,139518,139030,138369,137619,137161,137048,136702,141483,141415,141392,141426,141494,142034,143716,145483,146926,147949,149426,152256,155994,158460,160017,161273,162557,163500,187578,189281,190308,191715,192877,193111
,경주시,,,125656,125188,124406,122461,121344,120813,120173,118017,116111,115328,113891,112714,132372,131449,130269,129183,128414,128301,127750,127109,126853,126455,126192,126147,128450,128619,129006,129225,129988,130350,130769,131769,132725,133244,134006,136700,141013,143706,144844,145981,146894,147719,159913,160665,161245,163019,164391,165500
,김천시,,,140346,140681,141038,140873,140696,139987,139698,139219,139152,138265,137700,137854,140742,140217,139735,138650,137792,136883,136183,135642,135467,134850,134333,133833,132732,132531,132337,131773,131192,130821,131611,131887,131508,131524,131250,132395,136540,140960,143476,145089,147427,153444,169843,172517,174099,176325,178320,179153
,안동시,,,126080,125130,124482,123218,122975,122677,122409,120661,119873,119507,118566,117430,129074,128854,128549,128029,127941,127551,127059,127125,127316,127360,127493,127846,132290,132333,132297,132183,132136,132200,132114,132057,132014,132000,132243,132457,132929,133421,133886,135071,136636,140570,145854,148795,150039,151587,152811,154450
,구미시,,,139382,139020,138490,138206,137598,137235,136868,136304,135941,135593,135270,134525,138630,138134,137722,137190,136671,136009,135468,134750,133926,133199,132620,131722,131873,131436,131164,130773,130500,130964,132636,134382,135718,135718,135982,137809,139764,142018,143759,145423,147918,151173,177968,179795,181821,183891,185696,187217
,영주시,,,110935,110772,110837,110663,111054,111011,110880,111467,112011,112130,112250,112598,118511,118409,118545,118364,118284,118114,117920,117818,117898,117716,117534,117466,117239,117295,117193,117125,117057,117080,117261,117580,117557,117784,118193,118750,119057,119193,119307,119830,120170,120705,122686,123038,123167,122744,122453,122371
,영천시,,,100868,100605,100395,100121,99789,99526,99013,98371,98292,98213,98042,97805,113130,113213,112430,111118,109775,109138,108200,107775,107375,107325,106888,107038,102679,102488,102250,101905,101476,101250,101226,101131,100976,100893,100786,100821,100750,100817,100812,100979,101050,101133,98616,98549,98530,98520,98580,98445
,상주시,,,115469,116094,116594,116719,116906,117344,117625,117734,117709,117834,117991,118078,138529,138544,138574,138074,137426,136779,136191,136074,135956,135824,135662,135750,135809,135838,135441,135324,135221,135103,134897,134779,134735,134456,134074,134500,135147,135338,135250,135265,135382,135574,131500,131542,131483,131610,131668,131673
,문경시,,,134777,134623,134777,134746,134469,135015,135092,135215,135015,134585,134254,133838,145293,144887,144640,144160,143827,143233,143300,143333,143350,143283,142850,142600,142183,142100,141750,141550,141267,141250,141250,141233,141167,141033,141033,141233,141233,141317,140567,140233,140500,140700,150170,150477,150925,153789,155864,157005
,경산시,,,172897,172513,172667,172833,172269,171846,171692,171256,170654,170064,169308,168096,189451,188829,188512,187970,187335,186915,186262,185305,184561,184610,184402,184543,191804,191786,191560,191321,191173,191077,191583,192113,192756,193774,194417,196036,197524,199036,199964,201310,202726,203649,209992,210525,210779,211092,211230,211371
,칠곡군,,,101543,100696,100435,100000,99413,98913,98696,98552,98393,98274,97567,97250,107083,106479,106208,105927,105490,105260,104917,103458,102771,102604,102208,101833,107000,106690,105970,105550,104470,104070,104090,104100,104210,104200,104220,104330,104460,104650,104830,105094,105354,106710,114660,115670,116473,117750,118648,119315
경남,,,,184346,183493,182661,181681,179983,178658,177260,175387,173864,172541,171467,170188,180001,179248,178528,177654,176755,175851,174723,173687,172776,172168,172050,172654,175444,176087,176599,176833,176734,177332,179220,180272,180955,181422,183682,189495,192282,193683,194688,195934,197255,199098,227129,229284,231632,235353,238549,240285
,창원시,,,207873,206552,205168,203998,201678,200026,198123,195811,193927,192753,191652,190489,205468,204893,204117,203392,202211,201386,199918,198506,197408,197003,197223,198870,203255,204877,205834,206074,205779,206894,211491,214038,215747,216662,222776,235696,239370,240000,239598,240060,240686,242194,272047,275270,278425,284767,290501,293758
,,의창구,,214892,213514,212027,210757,208203,207297,205176,202770,200541,198730,196946,194514,223656,223313,222552,222844,222495,222417,220526,218568,217005,216672,217776,222521,227594,230594,232689,233515,233117,236107,247622,252648,256464,259735,277117,305173,309270,308352,302418,300714,299500,301622,341448,342965,345058,355442,362193,367520
,,성산구,,233929,232469,230888,229316,226143,223082,220857,217500,213878,212327,211316,211255,234971,234603,233934,232912,230603,229353,228081,227136,226471,226566,227456,230618,239928,242370,243326,243377,242830,244188,250804,255134,257714,258598,266457,287739,291616,291239,288768,285928,285246,286152,356242,362341,367912,376619,383192,386830
,,마산합포구,,182500,182014,181622,180865,178932,177892,176284,174324,172527,171257,170014,168865,174500,173778,172911,171578,170467,169578,168667,167811,166656,166067,165611,165333,167402,167554,167728,167696,167728,168065,168815,169109,169337,169402,169598,169815,170576,172152,173087,174022,174859,177489,192640,196330,200114,206322,211984,215653
,,마산회원구,,194375,193075,191063,190025,188300,187263,184988,182788,182413,181675,180450,178213,184283,183272,182500,181359,180098,178924,177375,176000,174821,173772,173418,173092,172701,173370,174582,174777,174652,175065,176587,177685,178391,178576,180880,185696,191587,193310,194978,195533,195620,197185,208780,210489,212237,216274,221198,224278
,,진해구,,195473,193622,192459,191541,189878,188649,187676,186818,186480,186182,185885,185291,190090,189537,188654,188351,188133,187654,185888,183761,182569,182122,181606,181553,183604,184813,185094,185333,185083,185354,186417,187161,187729,187844,189125,193266,196573,198385,203375,210521,215281,216104,219076,220348,221446,222987,227391,228033
,진주시,,,203570,202870,202760,201960,201220,200830,200270,199860,199370,198470,196710,194700,195319,194574,194027,192447,190734,188537,187282,186080,183739,182245,181548,181043,182016,182099,182286,182859,183193,184016,184703,185438,185938,186750,187625,189599,191323,193656,195703,197385,199490,201292,230600,231218,232502,234386,236160,237044
,통영시,,,145177,144161,143694,142790,142129,141484,139339,137032,136226,134806,134435,132935,140931,140028,139736,139444,139028,138917,138792,138625,139042,139153,139153,139847,148500,149053,149118,149289,149303,149526,149395,150461,151086,151875,151770,152428,153125,154076,155289,158467,160743,163921,173273,174385,176308,177065,177773,178241
,사천시,,,144204,143630,143685,143111,142315,141074,140530,139935,139620,138685,137826,135972,136474,135994,135434,134180,133260,131580,129520,127840,126320,124370,123150,122630,127880,127694,127519,127407,127278,126972,126620,126213,125639,125269,124815,124296,123963,123796,123704,123676,123398,123093,118558,118714,118937,119352,119764,119985
,김해시,,,186418,185978,185470,185007,183866,182739,181694,178716,176149,173649,172239,170261,169412,167713,165757,163684,162375,160875,159419,158235,157757,157515,157831,158618,160399,161145,162268,162913,163007,163775,164210,164196,163971,163703,163435,164623,165935,167312,168344,169417,170707,173134,227510,229235,231636,234811,237439,238739
,밀양시,,,124095,124193,123966,123914,122489,121339,121098,119886,119761,120305,120302,120414,140483,140014,139538,139124,137362,135479,133038,131807,130569,128795,127869,127476,127966,127398,127250,127091,126784,126648,126455,126261,125989,125727,125773,125625,125977,126977,127614,127932,128364,129125,152690,154517,155741,157747,158951,159974
,거제시,,,162246,160395,158018,155123,150728,147500,144175,141430,139061,136763,135070,133877,150462,150114,150804,151468,151671,151994,152038,151975,151589,150481,149582,149437,154366,154134,154067,153902,153518,153506,155274,155921,156366,156543,156165,155616,156555,157811,159494,160220,160549,161079,165249,166730,167782,169291,170697,171214
